evidence_label,pair_id,sample_id,reference_id,genuine,baseline_score,aligned_score,baseline_prediction,aligned_prediction,baseline_raw_cosine,aligned_raw_cosine,ablation_deployed_bbox_score,ablation_deployed_aligned_score,v1_confounded_bbox_score,v1_confounded_aligned_score
REAL DATA,15977,296,1130,False,0.09937,-0.12814,False,False,-0.07847,-0.09957,0.21593,0.1872,0.03963,-0.17444
REAL DATA,15978,1863,1130,False,0.05464,0.11417,False,False,-0.03069,0.08235,-0.2,-0.2,-0.08201,-0.05138
REAL DATA,15979,4301,1130,False,0.12891,0.1872,False,False,-0.12013,0.13483,-0.02088,0.00946,0.03963,-0.2
REAL DATA,15980,1134,1133,True,0.92625,0.8295,True,True,0.86298,0.84624,0.87933,0.92099,0.85183,0.59055
REAL DATA,15981,1135,1133,True,0.8727,0.81381,True,True,0.82865,0.78451,0.82173,0.763,0.78909,0.57919
REAL DATA,15982,981,1133,False,-0.05138,0.17273,False,False,0.09123,0.22051,0.36808,0.45891,0.06961,0.40763
REAL DATA,15983,5434,1133,False,0.05464,-0.02088,False,False,0.09676,0.01487,-0.02088,-0.09736,0.09937,0.06961
REAL DATA,15984,444,1133,False,-0.2,-0.06668,False,False,-0.27209,-0.10781,-0.159,-0.14356,-0.1899,0.27246
REAL DATA,15985,4479,1133,False,-0.2,-0.08201,False,False,-0.0999,-0.21119,0.06961,-0.08201,-0.159,0.14358
REAL DATA,15986,2899,1133,False,0.28639,0.00946,False,False,0.24868,0.07657,-0.14356,0.00946,0.23018,-0.2
REAL DATA,15987,3354,1133,False,0.54436,0.02457,False,False,0.49633,0.26744,0.28639,0.08452,0.30023,0.02457
REAL DATA,15988,2836,1133,False,0.05464,0.34122,False,False,0.04926,0.32809,-0.159,-0.2,-0.14356,0.06961
REAL DATA,15989,1763,1133,False,-0.09736,-0.17444,False,False,-0.04932,0.01122,-0.2,-0.2,-0.2,0.06961
REAL DATA,15990,1410,1133,False,-0.1899,-0.14356,False,False,-0.03221,-0.18523,-0.11274,-0.159,-0.2,-0.17444
REAL DATA,15991,2427,1133,False,0.25845,0.30023,False,False,0.18096,0.16479,0.03963,0.05464,0.17273,0.23018
REAL DATA,15992,5070,1133,False,-0.2,-0.00569,False,False,-0.11529,0.05937,-0.2,-0.2,-0.2,0.00946
REAL DATA,15993,4320,1133,False,-0.05138,-0.06668,False,False,-0.05122,0.00424,-0.08201,-0.2,-0.02088,0.17273
REAL DATA,15994,3492,1133,False,0.15819,0.03963,False,False,0.32775,0.13492,0.24436,0.21593,0.00946,0.17273
REAL DATA,15995,5855,1133,False,0.02457,0.05464,False,False,0.07222,0.05687,0.11417,0.11417,0.24436,0.09937
REAL DATA,15996,4515,1133,False,0.09937,0.25845,False,False,0.12515,0.11707,0.34122,0.40763,0.11417,-0.2
REAL DATA,15997,2561,1133,False,-0.06668,0.24436,False,False,-0.10707,0.04055,-0.11274,-0.2,0.09937,0.43348
REAL DATA,15998,5724,1133,False,-0.2,-0.2,False,False,-0.14241,-0.25297,-0.00569,-0.14356,-0.2,0.03963
REAL DATA,15999,4733,1133,False,0.14358,0.15819,False,False,0.14898,0.10332,-0.159,-0.2,0.09937,-0.06668
REAL DATA,16000,4889,1133,False,-0.2,-0.12814,False,False,-0.08935,0.0125,-0.2,-0.2,-0.2,-0.05138
REAL DATA,16001,1987,1133,False,-0.2,-0.12814,False,False,-0.2116,-0.16103,-0.14356,-0.2,-0.2,-0.05138
REAL DATA,16002,2879,1133,False,-0.2,-0.09736,False,False,-0.32392,-0.14501,-0.2,-0.2,-0.2,-0.00569
REAL DATA,16003,4282,1133,False,0.1872,0.27246,False,False,0.15357,0.15979,0.14358,-0.06668,0.12891,0.15819
REAL DATA,16004,329,1133,False,-0.159,0.1872,False,False,-0.16446,0.05357,-0.09736,-0.05138,-0.11274,0.15819
REAL DATA,16005,900,1133,False,-0.159,-0.08201,False,False,-0.13455,-0.07974,-0.00569,-0.11274,-0.12814,0.54436
REAL DATA,16006,3079,1133,False,0.00946,0.2016,False,False,-0.01483,0.26179,0.05464,0.09937,0.03963,-0.00569
REAL DATA,16007,4097,1133,False,-0.00569,0.06961,False,False,0.06351,0.10503,-0.12814,-0.2,0.03963,0.06961
REAL DATA,16008,6090,1133,False,0.5325,0.39454,False,False,0.35207,0.27583,0.06961,0.08452,0.36808,0.2016
REAL DATA,16009,4397,1133,False,-0.00569,-0.11274,False,False,0.00524,0.00424,0.02457,-0.1899,-0.02088,-0.02088
REAL DATA,16010,5985,1133,False,-0.06668,-0.14356,False,False,-0.07394,-0.10089,0.03963,-0.08201,-0.1899,0.23018
REAL DATA,16011,3894,1133,False,0.00946,0.00946,False,False,0.03457,-0.06814,-0.1899,-0.159,-0.00569,-0.08201
REAL DATA,16012,1414,1133,False,-0.2,0.06961,False,False,-0.11748,0.20529,0.25845,0.1872,-0.1899,0.34122
REAL DATA,16013,4993,1133,False,0.11417,0.05464,False,False,0.19237,0.14521,0.35469,0.21593,-0.06668,0.06961
REAL DATA,16014,3408,1133,False,0.35469,0.36808,False,False,0.32641,0.31934,-0.09736,0.09937,0.14358,-0.2
REAL DATA,16015,2406,1133,False,-0.159,0.03963,False,False,-0.15139,-0.08711,0.00946,-0.159,-0.05138,0.14358
REAL DATA,16016,5733,1133,False,-0.08201,-0.02088,False,False,0.0142,-0.01778,0.08452,-0.05138,-0.09736,-0.00569
REAL DATA,16017,3290,1133,False,-0.2,-0.2,False,False,-0.16988,-0.20314,0.05464,-0.2,-0.2,0.44625
REAL DATA,16018,4023,1133,False,-0.1899,-0.06668,False,False,-0.0959,-0.15826,-0.00569,0.00946,-0.2,-0.2
REAL DATA,16019,3154,1133,False,-0.11274,-0.05138,False,False,-0.04569,-0.08512,-0.2,-0.11274,0.17273,0.08452
REAL DATA,16020,3141,1133,False,-0.2,-0.02088,False,False,-0.2038,-0.04639,-0.2,-0.2,0.05464,0.08452
REAL DATA,16021,5221,1133,False,-0.11274,0.00946,False,False,0.1183,0.09978,0.08452,-0.06668,0.06961,-0.17444
REAL DATA,16022,2697,1133,False,0.44625,0.34122,False,False,0.24564,0.25146,0.31398,0.11417,0.43348,0.03963
REAL DATA,16023,728,1133,False,0.02457,0.08452,False,False,0.02903,-0.06994,0.03963,-0.09736,0.00946,0.12891
REAL DATA,16024,3467,1133,False,0.21593,0.52053,False,False,0.23979,0.57349,0.17273,0.21593,0.27246,-0.05138
REAL DATA,16025,3641,1133,False,0.08452,-0.00569,False,False,0.24286,0.02939,-0.02088,-0.2,-0.05138,-0.02088
REAL DATA,16026,1336,1133,False,-0.2,-0.2,False,False,-0.27532,-0.21217,-0.00569,-0.1899,-0.2,-0.2
REAL DATA,16027,5910,1133,False,0.11417,0.17273,False,False,0.18443,0.14968,-0.00569,-0.11274,0.24436,0.05464
REAL DATA,16028,4335,1133,False,-0.2,-0.00569,False,False,-0.04359,-0.00031,0.06961,0.14358,0.11417,0.23018
REAL DATA,16029,4849,1133,False,0.09937,-0.00569,False,False,0.10457,0.14072,-0.17444,-0.1899,0.05464,-0.11274
REAL DATA,16030,5759,1133,False,0.36808,0.34122,False,False,0.32615,0.12757,0.36808,0.2016,0.36808,0.32765
REAL DATA,16031,3396,1133,False,-0.06668,-0.03612,False,False,0.02648,-0.02205,-0.159,-0.2,-0.2,-0.2
REAL DATA,16032,1137,1136,True,0.8371,0.85895,True,True,0.89183,0.88289,0.90994,0.90416,0.85183,0.71651
REAL DATA,16033,4773,1136,False,-0.17444,-0.1899,False,False,-0.12682,-0.15548,-0.2,0.02457,-0.14356,0.00946
REAL DATA,16034,5725,1136,False,0.09937,-0.2,False,False,-0.00635,-0.20185,-0.2,-0.11274,0.00946,0.06961
REAL DATA,16035,3988,1136,False,0.47146,0.36808,False,False,0.48337,0.44266,0.68687,0.71651,0.55609,0.40763
REAL DATA,16036,3491,1136,False,-0.11274,0.15819,False,False,-0.08078,0.04962,0.03963,-0.2,-0.02088,-0.17444
REAL DATA,16037,906,1136,False,0.11417,-0.12814,False,False,-0.02441,-0.14738,0.05464,0.2016,-0.05138,0.17273
REAL DATA,16038,1910,1136,False,0.24436,-0.02088,False,False,0.02329,0.0111,0.34122,0.36808,0.27246,0.36808
REAL DATA,16039,2643,1136,False,-0.17444,-0.05138,False,False,-0.14598,-0.15891,-0.08201,-0.14356,-0.00569,-0.05138
REAL DATA,16040,5055,1136,False,0.02457,0.24436,False,False,0.00618,0.16328,0.15819,0.40763,0.27246,-0.02088
REAL DATA,16041,2880,1136,False,-0.2,-0.2,False,False,-0.26684,-0.33713,0.08452,0.09937,-0.2,0.05464
REAL DATA,16042,1685,1136,False,-0.03612,-0.17444,False,False,-0.08888,-0.07533,-0.11274,0.05464,0.00946,0.06961
REAL DATA,16043,187,1136,False,-0.08201,0.30023,False,False,-0.21527,0.05494,-0.12814,0.00946,0.03963,0.14358
REAL DATA,16044,2611,1136,False,-0.12814,-0.1899,False,False,-0.0158,-0.12791,-0.03612,0.15819,-0.2,0.11417
REAL DATA,16045,5764,1136,False,-0.14356,-0.2,False,False,-0.05434,-0.04594,0.25845,0.08452,-0.2,0.1872
REAL DATA,16046,2392,1136,False,0.14358,0.2016,False,False,0.08277,0.19168,-0.11274,-0.00569,0.00946,0.09937
REAL DATA,16047,5962,1136,False,0.12891,0.21593,False,False,0.0079,0.16261,-0.08201,0.1872,0.02457,0.36808
REAL DATA,16048,6112,1136,False,0.21593,0.38136,False,False,0.25835,0.30173,0.17273,0.25845,0.39454,0.39454
REAL DATA,16049,3466,1136,False,-0.06668,0.00946,False,False,-0.09243,-0.12239,-0.14356,-0.06668,-0.00569,-0.2
REAL DATA,16050,3449,1136,False,-0.12814,-0.00569,False,False,-0.05721,0.04082,-0.05138,-0.00569,0.00946,0.12891
REAL DATA,16051,757,1136,False,0.02457,-0.06668,False,False,-0.07042,-0.03803,-0.14356,-0.03612,0.03963,0.31398
REAL DATA,16052,2276,1136,False,-0.06668,-0.06668,False,False,-0.09144,-0.04261,0.05464,-0.06668,0.00946,-0.08201
REAL DATA,16053,1983,1136,False,-0.09736,-0.06668,False,False,0.02199,-0.20556,0.08452,-0.12814,-0.05138,-0.06668
REAL DATA,16054,257,1136,False,0.17273,0.02457,False,False,0.03312,-0.02304,0.08452,0.06961,0.08452,0.25845
REAL DATA,16055,5817,1136,False,-0.08201,-0.2,False,False,-0.16847,-0.27058,-0.11274,0.05464,-0.2,0.06961
REAL DATA,16056,4451,1136,False,0.09937,-0.12814,False,False,-0.09126,-0.01593,-0.05138,-0.2,-0.2,-0.11274
REAL DATA,16057,1014,1136,False,0.25845,0.4839,False,False,0.31256,0.3845,0.5677,0.38136,0.50843,0.52053
REAL DATA,16058,5136,1136,False,-0.12814,-0.02088,False,False,-0.10903,-0.06915,-0.02088,0.11417,-0.14356,-0.159
REAL DATA,16059,1100,1136,False,0.06961,0.12891,False,False,0.07215,0.12738,-0.00569,-0.08201,0.11417,0.25845
REAL DATA,16060,1861,1136,False,0.11417,0.28639,False,False,0.063,0.19908,0.02457,-0.00569,0.11417,0.30023
REAL DATA,16061,2383,1136,False,0.23018,0.08452,False,False,0.18719,0.15981,0.27246,0.43348,0.09937,0.11417
REAL DATA,16062,1254,1136,False,0.12891,0.25845,False,False,0.07987,0.0648,-0.05138,-0.02088,0.34122,0.1872
REAL DATA,16063,5492,1136,False,0.23018,0.27246,False,False,0.20405,0.19365,-0.02088,0.11417,-0.03612,0.2016
REAL DATA,16064,1239,1136,False,0.00946,-0.159,False,False,-0.0439,-0.17859,-0.2,0.02457,-0.14356,0.09937
REAL DATA,16065,5436,1136,False,-0.08201,0.08452,False,False,-0.01546,0.11172,-0.2,-0.03612,0.05464,-0.03612
REAL DATA,16066,2675,1136,False,-0.08201,0.00946,False,False,-0.03782,-0.15156,0.38136,0.24436,0.06961,0.11417
REAL DATA,16067,4800,1136,False,0.05464,0.14358,False,False,-0.13145,0.03879,0.15819,0.17273,0.05464,0.2016
REAL DATA,16068,4265,1136,False,-0.03612,-0.14356,False,False,-0.06262,-0.11357,0.06961,0.14358,0.03963,-0.00569
REAL DATA,16069,456,1136,False,0.03963,0.05464,False,False,-0.03855,0.10909,0.06961,-0.02088,-0.03612,0.11417
REAL DATA,16070,5441,1136,False,-0.12814,-0.00569,False,False,-0.15003,-0.05505,-0.17444,0.09937,-0.14356,0.44625
REAL DATA,16071,3558,1136,False,-0.08201,-0.2,False,False,-0.01803,-0.25485,-0.05138,0.03963,-0.11274,-0.2
REAL DATA,16072,1350,1136,False,0.1872,0.14358,False,False,0.13975,0.18098,0.1872,0.28639,0.23018,-0.11274
REAL DATA,16073,4567,1136,False,-0.11274,-0.08201,False,False,-0.15193,-0.15306,-0.06668,0.30023,-0.17444,-0.2
REAL DATA,16074,3025,1136,False,0.02457,-0.08201,False,False,-0.10488,-0.09019,0.00946,0.27246,-0.00569,-0.08201
REAL DATA,16075,3149,1136,False,-0.00569,-0.159,False,False,0.04362,-0.01802,0.00946,-0.02088,0.21593,0.14358
REAL DATA,16076,4091,1136,False,-0.05138,-0.08201,False,False,-0.13446,-0.13291,0.00946,-0.06668,0.00946,0.06961
REAL DATA,16077,2524,1136,False,0.23018,0.11417,False,False,0.2497,0.22043,0.2016,0.12891,0.17273,0.30023
REAL DATA,16078,1529,1136,False,-0.03612,0.17273,False,False,-0.09412,0.01388,0.06961,0.17273,0.00946,0.09937
REAL DATA,16079,4374,1136,False,0.52053,0.34122,False,False,0.48539,0.27653,0.17273,0.30023,0.4839,0.54436
REAL DATA,16080,3402,1136,False,0.00946,0.24436,False,False,-0.00713,0.08919,0.09937,0.23018,0.09937,0.08452
REAL DATA,16081,2344,1136,False,0.23018,0.27246,False,False,0.16565,0.19702,0.02457,0.11417,0.24436,0.15819
REAL DATA,16082,2574,1136,False,-0.14356,-0.09736,False,False,-0.10546,0.02438,0.08452,0.11417,-0.2,-0.12814
REAL DATA,16083,1139,1138,True,0.15819,0.39454,False,False,0.22003,0.23445,0.32765,0.21593,0.1872,0.21593
REAL DATA,16084,1140,1138,True,0.36808,0.54436,False,False,0.27522,0.43786,0.47146,0.21593,0.52053,0.36808
REAL DATA,16085,1141,1138,True,0.61288,0.67671,False,False,0.61278,0.59028,0.47146,0.61288,0.61288,0.49622
REAL DATA,16086,1142,1138,True,0.75399,0.78909,False,False,0.66692,0.72721,0.61288,0.763,0.73554,0.50843
REAL DATA,16087,1143,1138,True,0.55609,0.57919,False,False,0.53511,0.5362,0.36808,0.45891,0.45891,0.27246
REAL DATA,16088,2648,1138,False,-0.06668,-0.03612,False,False,-0.12287,-0.06079,-0.02088,0.05464,-0.2,0.06961
REAL DATA,16089,3181,1138,False,-0.08201,-0.09736,False,False,-0.06041,-0.08961,0.12891,0.11417,-0.2,0.00946
REAL DATA,16090,4446,1138,False,-0.09736,0.15819,False,False,-0.01004,0.10768,-0.03612,-0.05138,0.09937,-0.02088
REAL DATA,16091,2505,1138,False,0.23018,0.25845,False,False,0.23699,0.20581,0.32765,0.38136,0.21593,0.38136
REAL DATA,16092,4401,1138,False,0.14358,0.30023,False,False,0.06178,0.15051,0.30023,0.24436,0.17273,0.11417
REAL DATA,16093,47,1138,False,-0.03612,0.2016,False,False,-0.23196,0.05523,0.11417,0.1872,-0.12814,0.14358
REAL DATA,16094,1837,1138,False,-0.09736,0.14358,False,False,-0.18118,-0.13827,-0.08201,-0.2,-0.2,0.15819
REAL DATA,16095,5119,1138,False,-0.2,0.09937,False,False,-0.17606,-0.00267,0.17273,0.09937,-0.2,0.14358
REAL DATA,16096,3085,1138,False,0.06961,0.45891,False,False,0.07482,0.3308,0.15819,0.05464,-0.11274,0.00946
REAL DATA,16097,5972,1138,False,-0.2,0.14358,False,False,-0.30417,0.14966,-0.2,-0.11274,-0.2,0.09937
REAL DATA,16098,3126,1138,False,0.14358,0.24436,False,False,0.2131,0.26688,0.25845,0.40763,0.17273,0.12891
REAL DATA,16099,4508,1138,False,0.06961,0.2016,False,False,-0.06127,0.01412,-0.159,-0.09736,-0.159,0.23018
REAL DATA,16100,5070,1138,False,-0.14356,0.09937,False,False,-0.1758,0.09097,0.14358,-0.06668,0.03963,-0.03612
REAL DATA,16101,6041,1138,False,-0.09736,0.08452,False,False,-0.11771,0.02464,0.30023,0.31398,-0.00569,0.02457
REAL DATA,16102,6112,1138,False,-0.2,-0.02088,False,False,-0.18166,0.02297,0.21593,0.11417,-0.2,0.02457
REAL DATA,16103,104,1138,False,0.02457,0.34122,False,False,-0.06696,0.30225,0.30023,0.14358,-0.00569,0.36808
REAL DATA,16104,4698,1138,False,-0.02088,0.27246,False,False,0.11273,0.27097,0.36808,0.55609,0.05464,-0.03612
REAL DATA,16105,3289,1138,False,0.4839,0.36808,False,False,0.21697,0.17883,0.31398,0.34122,0.12891,0.17273
REAL DATA,16106,3728,1138,False,-0.03612,0.15819,False,False,0.04718,0.1752,0.24436,0.11417,0.11417,-0.05138
REAL DATA,16107,977,1138,False,0.09937,0.02457,False,False,-0.00616,-0.07324,0.11417,0.06961,-0.06668,0.2016
REAL DATA,16108,826,1138,False,0.15819,0.1872,False,False,-0.06952,0.06104,0.05464,-0.00569,0.08452,0.11417
REAL DATA,16109,4646,1138,False,-0.2,-0.00569,False,False,-0.28305,-0.02651,-0.11274,0.2016,-0.2,0.24436
REAL DATA,16110,3656,1138,False,-0.2,0.21593,False,False,-0.06342,0.13617,-0.09736,-0.06668,-0.14356,0.28639
REAL DATA,16111,1590,1138,False,-0.11274,0.12891,False,False,0.00963,0.09414,0.02457,0.05464,-0.14356,0.36808
REAL DATA,16112,1946,1138,False,-0.09736,0.05464,False,False,-0.18396,-0.02543,0.09937,0.14358,-0.2,0.11417
REAL DATA,16113,1737,1138,False,0.31398,0.39454,False,False,0.08395,0.34253,0.30023,0.39454,-0.00569,0.03963
REAL DATA,16114,2056,1138,False,0.25845,0.27246,False,False,0.22296,0.11678,0.2016,0.25845,0.35469,0.23018
REAL DATA,16115,248,1138,False,0.06961,0.4839,False,False,0.13961,0.29234,0.17273,0.05464,0.15819,0.32765
REAL DATA,16116,4194,1138,False,0.12891,0.14358,False,False,0.02313,0.05869,0.03963,0.00946,-0.03612,0.25845
REAL DATA,16117,406,1138,False,0.36808,0.4839,False,False,0.21745,0.32496,0.23018,0.11417,0.08452,0.1872
REAL DATA,16118,1348,1138,False,0.11417,0.43348,False,False,0.03048,0.23186,0.14358,0.44625,-0.03612,0.61288
REAL DATA,16119,1165,1138,False,-0.159,0.15819,False,False,-0.16909,0.0237,0.11417,0.28639,-0.1899,0.15819
REAL DATA,16120,4095,1138,False,0.14358,-0.00569,False,False,0.11717,-0.04808,0.03963,0.1872,0.05464,0.32765
REAL DATA,16121,3879,1138,False,-0.02088,0.21593,False,False,-0.02398,0.23659,0.25845,0.11417,-0.00569,0.21593
REAL DATA,16122,1162,1138,False,0.15819,0.40763,False,False,-0.06729,0.08527,-0.12814,-0.2,-0.09736,0.27246
REAL DATA,16123,871,1138,False,0.14358,0.12891,False,False,0.08612,0.1071,-0.02088,-0.00569,-0.05138,0.24436
REAL DATA,16124,1952,1138,False,0.03963,0.39454,False,False,-0.10946,0.13719,0.31398,0.38136,-0.03612,0.21593
REAL DATA,16125,5732,1138,False,0.00946,0.03963,False,False,0.01732,0.01463,0.28639,0.30023,-0.11274,0.40763
REAL DATA,16126,1846,1138,False,0.06961,0.40763,False,False,0.11114,0.25414,0.38136,0.39454,0.05464,0.39454
REAL DATA,16127,4586,1138,False,-0.03612,-0.159,False,False,-0.07113,0.01598,0.06961,-0.08201,-0.1899,-0.06668
REAL DATA,16128,2166,1138,False,0.27246,0.38136,False,False,0.2454,0.18724,0.12891,0.21593,0.21593,0.42061
REAL DATA,16129,5350,1138,False,-0.17444,0.09937,False,False,-0.16861,0.03082,-0.1899,-0.2,-0.2,0.05464
REAL DATA,16130,3949,1138,False,-0.05138,0.25845,False,False,-0.02943,0.12154,0.24436,0.14358,0.15819,-0.00569
REAL DATA,16131,1396,1138,False,0.03963,0.36808,False,False,0.07126,0.25415,0.12891,0.14358,0.05464,0.28639
REAL DATA,16132,5257,1138,False,-0.12814,-0.11274,False,False,-0.18077,-0.19762,-0.1899,0.05464,-0.2,-0.03612
REAL DATA,16133,2976,1138,False,-0.2,0.12891,False,False,-0.16692,0.14571,0.27246,0.17273,0.09937,-0.1899
REAL DATA,16134,261,1138,False,0.14358,0.2016,False,False,0.17426,0.22989,0.06961,0.05464,-0.02088,0.30023
REAL DATA,16135,2190,1138,False,0.08452,0.28639,False,False,0.01671,0.14653,0.2016,0.44625,0.08452,-0.02088
REAL DATA,16136,956,1138,False,-0.1899,-0.06668,False,False,-0.24915,-0.12204,-0.2,-0.2,-0.2,0.09937
REAL DATA,16137,3487,1138,False,0.05464,0.28639,False,False,0.15924,0.25541,0.02457,0.25845,0.17273,0.24436
REAL DATA,16138,1145,1144,True,0.4839,0.40763,False,False,0.4923,0.5713,0.54436,0.75399,0.50843,0.31398
REAL DATA,16139,965,1144,False,0.06961,-0.17444,False,False,-0.0333,-0.06304,0.09937,0.17273,0.15819,-0.11274
REAL DATA,16140,5941,1144,False,0.08452,-0.06668,False,False,0.01893,-0.03432,-0.17444,0.02457,-0.08201,0.30023
REAL DATA,16141,948,1144,False,0.12891,0.11417,False,False,0.05716,-0.01374,0.05464,0.00946,0.21593,-0.2
REAL DATA,16142,685,1144,False,0.00946,0.14358,False,False,-0.00734,0.11912,-0.17444,-0.09736,0.09937,0.21593
REAL DATA,16143,724,1144,False,0.23018,0.38136,False,False,0.19793,0.27451,0.11417,0.1872,0.25845,0.38136
REAL DATA,16144,5564,1144,False,-0.2,-0.2,False,False,-0.16186,-0.29582,-0.05138,-0.00569,-0.159,-0.02088
REAL DATA,16145,4332,1144,False,-0.09736,-0.12814,False,False,-0.11447,-0.07738,0.12891,0.00946,0.15819,-0.2
REAL DATA,16146,1058,1144,False,-0.2,0.03963,False,False,-0.17102,-0.05465,0.12891,0.12891,-0.12814,-0.08201
REAL DATA,16147,1917,1144,False,-0.1899,-0.2,False,False,-0.24307,-0.20173,-0.09736,-0.11274,-0.1899,-0.12814
REAL DATA,16148,1279,1144,False,0.12891,-0.1899,False,False,0.02004,-0.15718,-0.159,-0.2,0.11417,0.1872
REAL DATA,16149,23,1144,False,0.11417,-0.17444,False,False,0.17841,0.00722,0.27246,0.1872,0.21593,0.03963
REAL DATA,16150,5713,1144,False,-0.06668,-0.03612,False,False,0.01561,-0.07854,0.14358,0.21593,0.11417,0.23018
REAL DATA,16151,1675,1144,False,0.21593,0.11417,False,False,0.2112,0.26436,0.03963,0.2016,0.17273,0.11417
REAL DATA,16152,2548,1144,False,0.35469,0.15819,False,False,0.31192,0.32079,-0.06668,0.28639,0.31398,0.23018
REAL DATA,16153,820,1144,False,0.02457,-0.06668,False,False,0.01981,-0.08193,-0.00569,-0.05138,0.14358,-0.06668
REAL DATA,16154,6041,1144,False,-0.00569,-0.05138,False,False,-0.12482,-0.13615,-0.17444,-0.08201,0.02457,-0.2
REAL DATA,16155,3717,1144,False,0.15819,0.05464,False,False,0.21189,0.15282,0.02457,0.03963,0.09937,0.23018
REAL DATA,16156,3751,1144,False,0.24436,-0.02088,False,False,0.02169,-0.07276,-0.08201,0.08452,0.08452,0.02457
REAL DATA,16157,5002,1144,False,0.09937,0.1872,False,False,0.09909,0.10822,-0.05138,0.23018,0.05464,0.09937
REAL DATA,16158,4378,1144,False,-0.06668,-0.159,False,False,-0.21632,-0.09411,-0.14356,-0.1899,-0.06668,0.08452
REAL DATA,16159,2965,1144,False,-0.2,-0.2,False,False,-0.11638,-0.19513,-0.1899,-0.09736,-0.2,0.00946
REAL DATA,16160,2376,1144,False,-0.12814,-0.11274,False,False,-0.05104,0.00868,-0.09736,0.00946,-0.2,-0.2
REAL DATA,16161,2448,1144,False,-0.05138,0.09937,False,False,0.0012,0.12375,0.00946,-0.06668,0.21593,-0.2
REAL DATA,16162,4991,1144,False,-0.05138,-0.2,False,False,-0.06763,-0.25897,0.05464,0.11417,-0.2,0.06961
REAL DATA,16163,5074,1144,False,-0.08201,-0.00569,False,False,0.12793,-0.08694,-0.02088,-0.12814,-0.11274,-0.12814
REAL DATA,16164,1031,1144,False,0.1872,0.25845,False,False,0.12091,0.19186,0.21593,0.21593,0.31398,0.39454
REAL DATA,16165,1809,1144,False,0.17273,0.23018,False,False,0.16184,0.25852,0.12891,0.21593,0.03963,-0.2
REAL DATA,16166,2716,1144,False,-0.11274,0.09937,False,False,0.00953,0.20387,0.31398,0.2016,-0.09736,-0.2
REAL DATA,16167,2567,1144,False,-0.05138,-0.159,False,False,-0.00796,0.00862,-0.14356,0.05464,-0.03612,-0.2
REAL DATA,16168,5904,1144,False,-0.2,0.00946,False,False,-0.08736,0.01856,-0.2,-0.08201,-0.00569,-0.2
REAL DATA,16169,3211,1144,False,0.05464,-0.00569,False,False,0.053,0.00592,-0.00569,-0.09736,0.15819,0.08452
REAL DATA,16170,3019,1144,False,0.08452,0.15819,False,False,0.11611,0.25061,0.17273,0.12891,0.25845,-0.14356
REAL DATA,16171,3229,1144,False,-0.00569,-0.2,False,False,-0.08458,-0.1958,0.11417,0.02457,-0.05138,0.06961
REAL DATA,16172,801,1144,False,-0.2,-0.00569,False,False,-0.10209,0.04765,-0.05138,-0.2,-0.06668,0.05464
REAL DATA,16173,5153,1144,False,-0.2,-0.2,False,False,-0.0076,-0.13289,-0.03612,-0.08201,0.02457,0.11417
REAL DATA,16174,2330,1144,False,0.14358,0.43348,False,False,0.21557,0.38526,-0.05138,0.21593,0.12891,0.1872
REAL DATA,16175,1469,1144,False,-0.00569,-0.17444,False,False,-0.04675,-0.10385,0.05464,0.05464,0.00946,-0.12814
REAL DATA,16176,5861,1144,False,0.00946,-0.05138,False,False,0.01061,0.08134,-0.17444,-0.159,-0.03612,-0.02088
REAL DATA,16177,1884,1144,False,0.08452,-0.02088,False,False,0.00398,0.06133,0.09937,0.12891,0.02457,0.08452
REAL DATA,16178,330,1144,False,0.00946,0.03963,False,False,0.03795,0.16422,0.23018,0.12891,0.03963,0.25845
REAL DATA,16179,102,1144,False,0.27246,-0.03612,False,False,0.03179,-0.04973,0.21593,0.21593,0.34122,0.11417
REAL DATA,16180,261,1144,False,0.09937,-0.11274,False,False,0.05629,-0.0052,0.11417,0.02457,-0.12814,0.2016
REAL DATA,16181,5417,1144,False,-0.06668,0.2016,False,False,0.11652,0.12189,0.25845,0.38136,0.14358,-0.08201
REAL DATA,16182,569,1144,False,-0.00569,-0.00569,False,False,-0.06589,0.06836,0.17273,0.23018,0.06961,0.03963
REAL DATA,16183,5783,1144,False,0.09937,0.12891,False,False,-0.01365,0.17136,0.06961,0.21593,0.21593,0.00946
REAL DATA,16184,3020,1144,False,0.17273,-0.00569,False,False,0.17054,0.12548,0.12891,0.09937,0.23018,-0.159
REAL DATA,16185,2598,1144,False,0.00946,-0.14356,False,False,0.07282,-0.01785,-0.2,0.00946,-0.159,0.06961
REAL DATA,16186,3477,1144,False,0.2016,-0.08201,False,False,0.07619,0.04817,-0.06668,0.09937,0.12891,-0.02088
REAL DATA,16187,2309,1144,False,-0.12814,-0.2,False,False,-0.10842,-0.15583,-0.02088,0.03963,-0.02088,-0.08201
REAL DATA,16188,5083,1144,False,-0.02088,-0.2,False,False,-0.04398,-0.2041,-0.02088,-0.14356,-0.2,-0.00569
REAL DATA,16189,1147,1146,True,0.17273,0.2016,False,False,0.28748,0.18469,0.12891,-0.08201,0.27246,0.27246
REAL DATA,16190,5546,1146,False,0.12891,0.2016,False,False,0.09474,0.14599,0.21593,-0.09736,0.14358,0.28639
REAL DATA,16191,2552,1146,False,0.32765,0.24436,False,False,0.28307,0.26053,0.00946,0.15819,0.32765,0.36808
